case_id,state,district,project_type,acquiring_authority,land_area_hectares,land_type,num_affected_families,sia_conducted,consent_percentage,community_sentiment_score,compensation_offered_per_hectare,compensation_disputed,land_records_digitized,survey_settlement_pending,approval_timeline_days,court_case_filed,litigation_type,case_pending_court,stay_order_issued,case_pendency_duration_months,r_and_r_plan_prepared,families_to_be_resettled,rehabilitation_site_ready,livelihood_restoration_provided,possession_status,stakeholder_responsiveness_score,awarding_officer_assigned,district_historical_delay_rate,days_since_notification,stage_of_process,risk_score,delayed,delay_duration_months
LA04655,Odisha,Odisha_District_3,Power Plant,Municipal Corporation,168.95,Wasteland,4,True,94.8,1.0,210723.0,False,True,True,111,False,None,False,False,0,False,1,False,False,Full,0.66,True,0.19,1145,Award Declared,0.132,False,4.5
LA04656,Uttar Pradesh,Uttar Pradesh_District_4,Mining,Municipal Corporation,56.24,Forest,20,False,77.7,0.38,431233.0,False,False,True,106,False,None,False,False,0,False,6,False,False,Partial,0.71,True,0.27,1622,Compensation Disbursed,0.398,False,2.7
LA04657,Rajasthan,Rajasthan_District_4,Mining,Irrigation Dept,15.61,Urban/Residential,16,True,87.2,0.72,250888.0,True,True,True,188,True,Title Dispute,True,False,10,True,8,False,False,Partial,0.68,True,0.31,271,Possession Taken,0.303,False,3.9
LA04658,Maharashtra,Maharashtra_District_2,Mining,State Power Corp,15.72,Agricultural,9,False,53.5,0.0,296474.0,True,True,True,277,True,Title Dispute,True,False,6,True,1,False,False,Not Started,0.42,True,0.38,521,Compensation Disbursed,0.619,True,15.6
LA04659,Odisha,Odisha_District_1,Urban Housing,Municipal Corporation,18.89,Forest,413,True,98.0,1.0,781829.0,False,False,False,345,True,Title Dispute,True,True,12,True,198,False,False,Not Started,0.79,False,0.49,151,Possession Taken,0.346,False,2.8
LA04660,Punjab,Punjab_District_2,Highway,Indian Railways,14.35,Agricultural,4,False,99.0,0.27,391604.0,True,True,False,97,True,Public Purpose Challenge,True,False,7,False,1,False,False,Not Started,0.55,True,0.3,1782,Closed,0.632,True,22.6
LA04661,Gujarat,Gujarat_District_1,Power Plant,Indian Railways,10.23,Agricultural,18,True,76.9,0.66,555254.0,False,True,False,421,False,None,False,False,0,False,4,False,False,Partial,0.69,True,0.35,1088,Closed,0.151,False,2.3
LA04662,Odisha,Odisha_District_4,Industrial Corridor,State Power Corp,14.12,Urban/Residential,23,False,44.3,0.57,337050.0,True,False,False,177,True,Title Dispute,True,False,23,False,11,False,False,Full,0.86,True,0.5,926,Award Declared,0.748,True,25.7
LA04663,Maharashtra,Maharashtra_District_2,Urban Housing,State Industrial Dev. Corp,1.97,Tribal/Scheduled Area,20,True,50.1,0.53,465477.0,True,True,True,186,False,None,False,False,0,True,6,True,True,Partial,0.29,True,0.38,1727,Compensation Disbursed,0.631,True,18.2
LA04664,Karnataka,Karnataka_District_3,Mining,Irrigation Dept,6.29,Agricultural,45,True,79.4,0.72,446152.0,False,True,False,435,True,Compensation Dispute,True,True,15,False,8,False,False,Full,0.86,False,0.27,698,Notification,0.251,False,0.4
LA04665,Bihar,Bihar_District_1,Urban Housing,Indian Railways,7.29,Urban/Residential,35,True,84.3,0.84,461048.0,False,True,True,199,False,None,False,False,0,True,16,False,False,Partial,0.72,False,0.2,75,Notification,0.248,False,1.3
LA04666,Punjab,Punjab_District_1,Power Plant,State PWD,35.89,Agricultural,15,True,76.5,1.0,1302667.0,True,True,True,125,False,None,False,False,0,True,5,True,True,Full,0.26,True,0.3,632,Possession Taken,0.41,False,1.6
LA04667,Rajasthan,Rajasthan_District_2,Railway,State Industrial Dev. Corp,15.4,Urban/Residential,15,False,81.1,0.06,426589.0,False,True,False,89,False,None,False,False,0,True,6,True,False,Not Started,0.25,True,0.08,1039,Possession Taken,0.14,False,1.9
LA04668,Maharashtra,Maharashtra_District_4,Irrigation,NHAI,24.61,Tribal/Scheduled Area,8,True,86.4,0.97,367288.0,True,True,False,202,True,Title Dispute,True,False,16,False,3,False,False,Partial,0.75,True,0.24,1739,Compensation Disbursed,0.341,False,3.4
LA04669,Uttar Pradesh,Uttar Pradesh_District_4,Railway,State PWD,95.28,Agricultural,27,True,100.0,0.99,467218.0,False,False,False,252,False,None,False,False,0,False,3,False,False,Partial,0.8,False,0.27,276,Award Declared,0.349,False,0.3
LA04670,Bihar,Bihar_District_2,Power Plant,Indian Railways,12.11,Agricultural,17,True,40.1,0.46,495045.0,True,True,False,261,False,None,False,False,0,False,7,False,False,Partial,0.65,False,0.43,1250,Closed,0.52,True,15.7
LA04671,Karnataka,Karnataka_District_3,Urban Housing,NHAI,9.6,Agricultural,30,True,87.0,0.76,441307.0,False,False,False,168,False,None,False,False,0,True,17,True,True,Full,0.66,False,0.27,1297,Closed,0.281,False,2.0
LA04672,Gujarat,Gujarat_District_2,Industrial Corridor,Indian Railways,8.11,Agricultural,46,True,52.3,0.57,472417.0,False,True,False,162,False,None,False,False,0,True,26,False,False,Not Started,0.82,False,0.56,1059,Award Declared,0.428,False,3.6
LA04673,Maharashtra,Maharashtra_District_4,Highway,State Power Corp,10.74,Agricultural,8,False,84.5,0.61,657946.0,False,False,False,348,False,None,False,False,0,False,3,False,False,Not Started,0.48,True,0.24,516,Possession Taken,0.384,False,3.7
LA04674,Uttar Pradesh,Uttar Pradesh_District_2,Railway,Irrigation Dept,92.85,Urban/Residential,13,True,73.1,0.54,331213.0,True,True,False,353,True,Compensation Dispute,False,False,0,True,4,True,True,Not Started,0.54,True,0.17,397,Award Declared,0.39,False,3.0
LA04675,West Bengal,West Bengal_District_3,Urban Housing,State Power Corp,6.07,Agricultural,40,True,41.0,0.35,357843.0,False,True,False,194,False,None,False,False,0,True,18,False,False,Full,0.77,False,0.17,419,SIA,0.167,False,0.9
LA04676,Bihar,Bihar_District_3,Railway,State Power Corp,7.53,Wasteland,9,True,53.6,0.36,248858.0,False,True,True,215,False,None,False,False,0,False,2,False,False,Not Started,0.51,True,0.27,218,Award Declared,0.328,False,0.0
LA04677,Karnataka,Karnataka_District_3,Power Plant,State Industrial Dev. Corp,11.72,Urban/Residential,34,True,100.0,1.0,792207.0,False,True,False,201,False,None,False,False,0,False,17,False,False,Partial,0.58,True,0.27,1353,SIA,0.087,False,1.8
LA04678,Rajasthan,Rajasthan_District_3,Power Plant,State Power Corp,1.01,Wasteland,13,False,50.0,0.63,431773.0,True,True,False,57,True,Title Dispute,False,False,0,False,4,False,False,Not Started,0.55,True,0.16,187,Possession Taken,0.469,True,19.3
LA04679,Uttar Pradesh,Uttar Pradesh_District_4,Mining,Indian Railways,23.86,Agricultural,397,False,95.2,0.39,179447.0,True,True,False,210,False,None,False,False,0,False,103,False,False,Partial,0.52,True,0.27,342,Closed,0.519,True,12.9
LA04680,Rajasthan,Rajasthan_District_1,Highway,NHAI,685.24,Wasteland,52,True,63.1,0.68,1236759.0,False,True,False,121,True,Title Dispute,True,False,9,True,23,True,True,Not Started,0.54,True,0.44,1128,Closed,0.253,False,0.7
LA04681,Maharashtra,Maharashtra_District_3,Urban Housing,Irrigation Dept,20.02,Agricultural,69,False,45.6,0.32,558934.0,False,True,False,17,False,None,False,False,0,True,36,False,False,Partial,0.87,True,0.53,31,Compensation Disbursed,0.391,False,0.0
LA04682,Maharashtra,Maharashtra_District_4,Industrial Corridor,Irrigation Dept,33.48,Agricultural,4,True,100.0,0.89,958276.0,False,True,True,80,False,None,False,False,0,True,1,False,False,Partial,0.84,True,0.24,837,Closed,0.174,False,2.5
LA04683,Madhya Pradesh,Madhya Pradesh_District_3,Railway,Indian Railways,3.81,Agricultural,11,True,61.6,0.55,1050160.0,False,True,False,203,False,None,False,False,0,False,1,False,False,Partial,0.42,True,0.72,585,Notification,0.298,False,1.2
LA04684,Rajasthan,Rajasthan_District_4,Urban Housing,State Power Corp,4.27,Agricultural,22,False,56.8,0.46,177476.0,False,True,False,411,False,None,False,False,0,False,11,False,False,Not Started,0.78,True,0.31,384,Compensation Disbursed,0.296,False,1.8
LA04685,Bihar,Bihar_District_4,Mining,State Industrial Dev. Corp,17.43,Agricultural,54,True,61.2,0.64,376870.0,False,False,False,203,False,None,False,False,0,False,17,False,False,Not Started,0.58,True,0.32,911,Award Declared,0.357,False,2.7
LA04686,Punjab,Punjab_District_4,Railway,State PWD,11.4,Agricultural,7,False,65.6,0.08,606835.0,False,True,False,88,False,None,False,False,0,False,0,False,False,Full,0.55,True,0.28,1429,Possession Taken,0.325,False,0.0
LA04687,Odisha,Odisha_District_2,Urban Housing,Irrigation Dept,22.18,Urban/Residential,36,False,91.2,0.46,585235.0,False,False,False,188,True,Title Dispute,True,False,11,True,19,False,False,Not Started,0.92,True,0.41,1475,SIA,0.394,False,0.0
LA04688,Madhya Pradesh,Madhya Pradesh_District_3,Highway,Irrigation Dept,13.81,Agricultural,22,True,50.8,0.53,654652.0,True,True,True,267,False,None,False,False,0,False,5,True,False,Partial,0.66,True,0.72,639,Closed,0.573,True,15.7
LA04689,Karnataka,Karnataka_District_3,Railway,Indian Railways,4.71,Agricultural,3,True,76.7,0.72,199504.0,False,True,False,87,False,None,False,False,0,True,1,False,False,Full,0.7,True,0.27,399,Notification,0.0,False,4.9
LA04690,Odisha,Odisha_District_3,Power Plant,State Industrial Dev. Corp,64.33,Agricultural,95,True,60.8,0.46,429680.0,False,True,True,275,False,None,False,False,0,False,35,False,False,Not Started,0.58,True,0.19,912,Award Declared,0.294,False,1.3
LA04691,Gujarat,Gujarat_District_3,Highway,Indian Railways,9.01,Urban/Residential,43,True,100.0,1.0,346638.0,False,True,False,219,False,None,False,False,0,False,21,False,False,Partial,0.72,True,0.21,541,Award Declared,0.204,False,2.1
LA04692,Maharashtra,Maharashtra_District_1,Power Plant,Irrigation Dept,3.25,Agricultural,20,False,60.2,0.47,1289101.0,False,False,False,120,False,None,False,False,0,False,3,True,False,Partial,0.64,True,0.49,1760,Closed,0.42,False,1.6
LA04693,West Bengal,West Bengal_District_1,Mining,State Power Corp,17.06,Agricultural,94,True,47.5,0.67,1089791.0,False,True,False,105,False,None,False,False,0,True,13,False,False,Partial,0.84,True,0.3,362,Possession Taken,0.0,False,1.6
LA04694,Maharashtra,Maharashtra_District_3,Irrigation,State Power Corp,5.3,Urban/Residential,23,True,64.6,0.59,354159.0,False,True,False,317,True,Title Dispute,True,True,27,False,12,False,False,Partial,0.61,True,0.53,818,Possession Taken,0.495,True,19.6
LA04695,Punjab,Punjab_District_3,Urban Housing,State Industrial Dev. Corp,29.19,Agricultural,6,True,41.8,0.19,448376.0,True,True,False,489,True,Title Dispute,True,False,12,False,1,True,True,Not Started,0.69,True,0.49,128,Closed,0.578,True,19.1
LA04696,Bihar,Bihar_District_4,Industrial Corridor,Indian Railways,8.39,Wasteland,31,False,85.7,0.43,359769.0,True,False,False,124,False,None,False,False,0,True,14,False,False,Full,0.9,True,0.32,755,Notification,0.512,True,21.1
LA04697,Karnataka,Karnataka_District_3,Urban Housing,State Power Corp,6.43,Agricultural,24,False,49.7,0.74,403268.0,False,True,False,302,False,None,False,False,0,False,13,False,False,Not Started,0.45,True,0.27,35,Possession Taken,0.253,False,2.8
LA04698,Odisha,Odisha_District_1,Railway,State Power Corp,2.05,Urban/Residential,18,False,93.6,0.36,493033.0,False,True,False,102,True,Title Dispute,True,False,35,True,9,False,False,Partial,0.4,False,0.49,542,Notification,0.345,False,2.7
LA04699,West Bengal,West Bengal_District_3,Railway,State Industrial Dev. Corp,16.16,Forest,191,False,85.4,0.0,202347.0,False,True,False,217,False,None,False,False,0,True,61,False,False,Partial,0.39,False,0.17,495,Closed,0.544,True,17.1
LA04700,Maharashtra,Maharashtra_District_2,Power Plant,State Industrial Dev. Corp,34.41,Tribal/Scheduled Area,9,True,75.2,0.91,392080.0,False,True,False,42,False,None,False,False,0,False,1,False,False,Not Started,0.82,True,0.38,559,SIA,0.253,False,0.7
LA04701,West Bengal,West Bengal_District_4,Urban Housing,State PWD,36.76,Tribal/Scheduled Area,0,False,71.5,0.62,387216.0,False,True,False,200,False,None,False,False,0,True,0,False,False,Not Started,0.75,True,0.3,405,Notification,0.218,False,0.0
LA04702,Odisha,Odisha_District_2,Industrial Corridor,Irrigation Dept,100.45,Agricultural,13,False,89.9,0.43,579898.0,False,True,False,140,False,None,False,False,0,True,1,True,False,Not Started,0.28,True,0.41,879,Notification,0.293,False,2.8
LA04703,Gujarat,Gujarat_District_3,Power Plant,State Power Corp,19.24,Agricultural,41,False,69.2,0.3,172833.0,False,False,True,243,False,None,False,False,0,False,8,False,False,Partial,0.77,True,0.21,1372,Closed,0.488,True,8.6
LA04704,Madhya Pradesh,Madhya Pradesh_District_2,Mining,State PWD,4.47,Urban/Residential,664,True,100.0,1.0,419405.0,False,True,False,402,False,None,False,False,0,False,192,False,False,Not Started,0.9,True,0.56,127,Notification,0.257,False,1.9
LA04705,Maharashtra,Maharashtra_District_4,Irrigation,State Industrial Dev. Corp,7.97,Forest,17,True,76.4,0.78,384018.0,False,False,False,62,False,None,False,False,0,False,2,True,False,Full,0.32,True,0.24,1626,SIA,0.372,False,2.6
LA04706,Punjab,Punjab_District_2,Railway,Municipal Corporation,30.7,Tribal/Scheduled Area,142,False,86.7,0.18,534725.0,False,True,False,103,False,None,False,False,0,True,81,True,True,Not Started,0.52,False,0.3,1192,Possession Taken,0.355,False,3.1
LA04707,Karnataka,Karnataka_District_2,Urban Housing,NHAI,9.36,Urban/Residential,41,True,82.9,0.99,527044.0,False,True,False,61,False,None,False,False,0,True,7,False,False,Partial,0.69,True,0.81,1300,Closed,0.068,False,2.9
LA04708,Rajasthan,Rajasthan_District_4,Urban Housing,Irrigation Dept,7.41,Agricultural,22,True,39.0,0.17,1016251.0,True,False,False,745,True,Compensation Dispute,True,False,19,False,6,False,False,Partial,0.66,True,0.31,616,Compensation Disbursed,0.685,True,22.7
LA04709,Punjab,Punjab_District_2,Mining,State Power Corp,81.2,Urban/Residential,21,True,79.3,0.6,405132.0,False,True,False,157,False,None,False,False,0,True,9,False,False,Partial,0.9,True,0.3,223,Possession Taken,0.1,False,0.9
LA04710,Maharashtra,Maharashtra_District_3,Irrigation,NHAI,11.64,Wasteland,18,True,32.6,0.37,539942.0,False,True,False,884,False,None,False,False,0,False,7,False,False,Full,0.44,True,0.53,196,Award Declared,0.322,False,3.0
LA04711,Bihar,Bihar_District_4,Industrial Corridor,State PWD,17.59,Agricultural,125,True,100.0,0.85,785142.0,False,True,True,56,False,None,False,False,0,True,20,True,True,Not Started,0.63,True,0.32,1678,Closed,0.102,False,0.2
LA04712,Odisha,Odisha_District_4,Irrigation,Indian Railways,54.17,Urban/Residential,137,True,53.2,0.37,506544.0,False,True,False,193,False,None,False,False,0,True,58,False,False,Partial,0.85,True,0.5,169,Award Declared,0.182,False,3.9
LA04713,Rajasthan,Rajasthan_District_3,Railway,State Power Corp,12.91,Agricultural,25,True,63.2,0.73,446832.0,False,False,False,255,True,Compensation Dispute,True,False,1,False,12,False,False,Not Started,0.5,True,0.16,776,Notification,0.334,False,4.5
LA04714,Bihar,Bihar_District_1,Industrial Corridor,State Industrial Dev. Corp,21.55,Wasteland,37,True,39.5,0.42,735104.0,False,False,False,294,False,None,False,False,0,False,6,False,False,Partial,0.53,True,0.2,489,Compensation Disbursed,0.334,False,2.8
LA04715,Rajasthan,Rajasthan_District_3,Urban Housing,Indian Railways,23.66,Forest,21,False,87.4,0.35,645696.0,True,True,True,764,True,Title Dispute,True,False,56,True,10,False,False,Full,0.64,True,0.16,624,Compensation Disbursed,0.629,True,21.8
LA04716,Punjab,Punjab_District_1,Highway,State Power Corp,3.56,Agricultural,59,False,100.0,0.23,1641462.0,False,True,False,354,False,None,False,False,0,True,26,True,True,Partial,0.23,True,0.3,715,Award Declared,0.291,False,4.1
LA04717,Uttar Pradesh,Uttar Pradesh_District_4,Mining,State PWD,287.1,Tribal/Scheduled Area,88,True,67.2,0.64,404532.0,False,True,True,189,False,None,False,False,0,True,20,False,False,Full,0.6,True,0.27,508,Possession Taken,0.259,False,2.1
LA04718,Bihar,Bihar_District_1,Industrial Corridor,NHAI,12.44,Forest,76,False,67.8,0.19,449433.0,False,True,False,117,False,None,False,False,0,False,30,False,False,Full,0.47,False,0.2,1427,Compensation Disbursed,0.502,True,13.1
LA04719,Bihar,Bihar_District_4,Industrial Corridor,State Industrial Dev. Corp,2.54,Agricultural,92,True,71.7,0.78,511238.0,False,True,False,54,False,None,False,False,0,True,50,True,True,Partial,0.72,True,0.32,1368,Award Declared,0.196,False,2.3
LA04720,Madhya Pradesh,Madhya Pradesh_District_2,Power Plant,Irrigation Dept,6.33,Agricultural,14,True,91.5,0.69,548721.0,True,True,False,145,False,None,False,False,0,True,5,False,False,Full,0.95,True,0.56,1303,Closed,0.323,False,0.9
LA04721,Madhya Pradesh,Madhya Pradesh_District_1,Highway,NHAI,4.63,Forest,30,True,85.3,0.89,785027.0,False,True,False,81,True,Compensation Dispute,True,False,13,False,11,False,False,Not Started,0.46,True,0.31,1669,Possession Taken,0.385,False,2.8
LA04722,Bihar,Bihar_District_4,Urban Housing,Municipal Corporation,1.85,Tribal/Scheduled Area,65,False,67.9,0.61,362043.0,False,True,False,135,False,None,False,False,0,True,11,False,False,Full,0.24,True,0.32,1590,Possession Taken,0.191,False,2.2
LA04723,Uttar Pradesh,Uttar Pradesh_District_2,Irrigation,State Power Corp,23.63,Agricultural,104,True,77.9,0.82,711824.0,False,False,False,243,False,None,False,False,0,False,14,False,False,Partial,0.63,True,0.17,44,Closed,0.202,False,2.2
LA04724,Maharashtra,Maharashtra_District_3,Urban Housing,NHAI,10.68,Agricultural,2,False,35.3,0.08,547576.0,False,True,False,81,False,None,False,False,0,False,0,False,False,Full,0.77,True,0.53,1515,Closed,0.336,False,1.0
LA04725,Punjab,Punjab_District_1,Irrigation,Indian Railways,19.7,Agricultural,13,True,45.6,0.56,707568.0,False,True,True,189,False,None,False,False,0,True,1,False,False,Partial,0.58,True,0.3,1338,Award Declared,0.233,False,2.1
LA04726,Rajasthan,Rajasthan_District_1,Industrial Corridor,State Power Corp,368.73,Forest,14,False,70.1,0.42,962488.0,False,True,False,112,False,None,False,False,0,True,5,False,False,Full,0.57,True,0.44,1561,Possession Taken,0.291,False,1.3
LA04727,West Bengal,West Bengal_District_4,Mining,NHAI,51.7,Forest,71,False,60.7,0.07,270341.0,False,True,False,251,False,None,False,False,0,False,17,False,False,Partial,0.95,True,0.3,1077,Closed,0.5,True,20.8
LA04728,Uttar Pradesh,Uttar Pradesh_District_2,Mining,Municipal Corporation,4.68,Agricultural,64,True,84.5,0.89,201115.0,False,True,False,253,False,None,False,False,0,True,35,False,False,Partial,0.89,False,0.17,320,Award Declared,0.272,False,4.0
LA04729,Madhya Pradesh,Madhya Pradesh_District_1,Power Plant,NHAI,1.75,Urban/Residential,22,False,88.2,0.35,568806.0,False,True,False,253,False,None,False,False,0,False,11,False,False,Full,0.63,False,0.31,1612,Possession Taken,0.317,False,0.0
LA04730,Uttar Pradesh,Uttar Pradesh_District_1,Power Plant,State Power Corp,7.32,Tribal/Scheduled Area,28,False,54.7,0.27,363254.0,True,True,False,813,True,Title Dispute,True,True,14,True,14,False,False,Not Started,0.2,True,0.77,1117,SIA,0.807,True,22.6
LA04731,Odisha,Odisha_District_2,Railway,State PWD,5.21,Agricultural,23,False,75.1,0.46,773019.0,False,True,True,463,True,Title Dispute,True,False,23,False,6,False,False,Partial,0.76,True,0.41,719,Closed,0.556,True,14.4
LA04732,Madhya Pradesh,Madhya Pradesh_District_1,Railway,State Industrial Dev. Corp,5.03,Urban/Residential,2,True,77.0,0.49,503641.0,False,False,False,73,False,None,False,False,0,True,1,True,True,Not Started,0.43,True,0.31,76,Award Declared,0.18,False,2.5
LA04733,Odisha,Odisha_District_4,Power Plant,State PWD,49.35,Tribal/Scheduled Area,45,True,60.1,0.69,287539.0,False,True,False,89,False,None,False,False,0,True,8,False,False,Not Started,0.14,False,0.5,1202,Compensation Disbursed,0.455,True,17.0
LA04734,Madhya Pradesh,Madhya Pradesh_District_3,Irrigation,NHAI,107.32,Forest,11,True,45.9,0.7,228011.0,True,False,False,316,True,Title Dispute,True,True,8,False,4,False,False,Partial,0.26,True,0.72,1643,Closed,0.645,True,19.5
LA04735,Uttar Pradesh,Uttar Pradesh_District_4,Urban Housing,Irrigation Dept,8.8,Agricultural,46,False,71.6,0.09,424309.0,True,True,False,120,True,Public Purpose Challenge,True,True,70,True,25,True,False,Full,0.44,True,0.27,889,Notification,0.608,True,17.0
LA04736,Uttar Pradesh,Uttar Pradesh_District_2,Highway,NHAI,71.87,Agricultural,35,True,64.3,0.92,766018.0,False,True,False,133,False,None,False,False,0,True,14,False,False,Not Started,0.29,True,0.17,1450,Closed,0.276,False,3.6
LA04737,Gujarat,Gujarat_District_3,Highway,NHAI,4.51,Urban/Residential,57,False,75.8,0.66,331216.0,True,True,False,620,True,Title Dispute,False,False,0,True,13,False,False,Partial,0.78,True,0.21,1394,SIA,0.348,False,5.3
LA04738,Karnataka,Karnataka_District_3,Mining,State PWD,34.55,Urban/Residential,27,True,64.4,0.55,331227.0,False,True,False,292,False,None,False,False,0,True,13,True,True,Full,0.77,False,0.27,1593,Notification,0.212,False,1.9
LA04739,Rajasthan,Rajasthan_District_1,Highway,State Power Corp,42.86,Tribal/Scheduled Area,338,True,100.0,1.0,565377.0,False,True,False,365,False,None,False,False,0,True,198,False,False,Full,0.69,True,0.44,1237,Notification,0.213,False,2.5
LA04740,Karnataka,Karnataka_District_3,Power Plant,Indian Railways,16.38,Forest,94,False,46.9,0.09,191833.0,False,False,False,102,False,None,False,False,0,False,25,False,False,Not Started,0.43,True,0.27,91,Possession Taken,0.596,True,17.2
LA04741,Punjab,Punjab_District_1,Urban Housing,State Industrial Dev. Corp,38.76,Forest,186,True,90.1,0.76,568721.0,True,False,False,151,True,Compensation Dispute,False,False,0,True,36,True,True,Not Started,0.6,True,0.3,1035,Closed,0.494,True,7.8
LA04742,Maharashtra,Maharashtra_District_4,Power Plant,State Power Corp,2.48,Agricultural,118,False,69.0,0.16,574007.0,False,True,True,252,False,None,False,False,0,True,65,True,False,Partial,0.55,True,0.24,729,Possession Taken,0.343,False,1.1
LA04743,Uttar Pradesh,Uttar Pradesh_District_3,Mining,Municipal Corporation,6.1,Forest,26,True,98.4,1.0,432011.0,False,True,True,178,False,None,False,False,0,True,13,False,False,Partial,0.54,True,0.65,1633,Award Declared,0.222,False,3.1
LA04744,Gujarat,Gujarat_District_4,Railway,State Power Corp,4.01,Tribal/Scheduled Area,721,True,58.3,0.53,519259.0,True,True,False,132,True,Title Dispute,True,False,6,True,87,True,False,Not Started,0.32,True,0.45,220,Notification,0.602,True,21.1
LA04745,Bihar,Bihar_District_2,Power Plant,State Power Corp,4.52,Agricultural,22,True,85.2,0.82,262684.0,False,True,True,44,False,None,False,False,0,False,11,False,False,Partial,0.47,False,0.43,646,Award Declared,0.223,False,1.6
LA04746,Maharashtra,Maharashtra_District_1,Highway,NHAI,2.12,Forest,14,False,66.7,0.3,399588.0,False,True,False,161,False,None,False,False,0,False,7,False,False,Partial,0.61,False,0.49,400,SIA,0.374,False,0.0
LA04747,Madhya Pradesh,Madhya Pradesh_District_2,Railway,Irrigation Dept,27.42,Forest,23,True,67.8,0.83,234946.0,True,True,True,410,False,None,False,False,0,True,4,False,False,Not Started,0.59,False,0.56,324,Award Declared,0.66,True,21.0
LA04748,West Bengal,West Bengal_District_3,Industrial Corridor,Indian Railways,268.03,Agricultural,13,True,62.0,0.67,353633.0,False,True,False,221,True,Title Dispute,True,False,6,False,5,True,False,Partial,0.7,True,0.17,401,Possession Taken,0.227,False,4.6
LA04749,Punjab,Punjab_District_1,Power Plant,Irrigation Dept,222.39,Agricultural,255,True,87.8,1.0,184729.0,True,True,False,128,True,Compensation Dispute,False,False,0,True,51,True,True,Partial,0.82,True,0.3,1086,Possession Taken,0.306,False,0.0
LA04750,Punjab,Punjab_District_1,Railway,State PWD,48.78,Agricultural,97,False,81.5,0.43,1023478.0,False,False,False,143,False,None,False,False,0,False,40,False,False,Partial,0.35,False,0.3,149,Award Declared,0.618,True,14.3
LA04751,Gujarat,Gujarat_District_1,Power Plant,State Industrial Dev. Corp,43.58,Agricultural,60,True,89.1,1.0,508465.0,True,False,False,266,True,Compensation Dispute,False,False,0,False,12,False,False,Not Started,0.63,True,0.35,1702,Closed,0.448,False,2.7
LA04752,Bihar,Bihar_District_2,Highway,State Industrial Dev. Corp,10.95,Tribal/Scheduled Area,43,False,72.4,0.36,217642.0,False,False,False,648,False,None,False,False,0,False,20,True,False,Full,0.71,True,0.43,1400,SIA,0.283,False,3.0
LA04753,Maharashtra,Maharashtra_District_4,Highway,State Power Corp,7.1,Agricultural,26,True,90.2,0.97,365599.0,False,True,False,347,True,Title Dispute,True,False,19,True,8,True,False,Not Started,0.94,True,0.24,199,Notification,0.203,False,4.5
LA04754,Madhya Pradesh,Madhya Pradesh_District_3,Urban Housing,State Power Corp,1.37,Forest,37,False,38.7,0.07,352106.0,True,True,False,379,False,None,False,False,0,False,15,False,False,Partial,0.9,True,0.72,1521,SIA,0.488,True,24.2
LA04755,Gujarat,Gujarat_District_4,Highway,Irrigation Dept,15.42,Agricultural,4,False,82.0,0.51,699614.0,True,True,False,165,True,Compensation Dispute,True,False,10,False,0,False,False,Partial,0.98,True,0.45,303,Possession Taken,0.554,True,15.4
LA04756,West Bengal,West Bengal_District_2,Urban Housing,Irrigation Dept,27.9,Agricultural,80,True,100.0,1.0,296888.0,False,True,False,154,True,Compensation Dispute,True,True,13,False,36,True,True,Not Started,0.4,True,0.4,1316,Compensation Disbursed,0.186,False,1.3
LA04757,West Bengal,West Bengal_District_3,Urban Housing,State Power Corp,12.89,Tribal/Scheduled Area,109,True,92.8,0.76,587093.0,False,True,True,56,False,None,False,False,0,False,12,False,False,Not Started,0.46,True,0.17,75,Award Declared,0.201,False,2.0
LA04758,Maharashtra,Maharashtra_District_3,Irrigation,Municipal Corporation,27.26,Agricultural,79,False,63.3,0.37,332759.0,True,True,False,119,False,None,False,False,0,True,21,False,False,Not Started,0.6,True,0.53,913,Closed,0.565,True,20.3
LA04759,Uttar Pradesh,Uttar Pradesh_District_2,Mining,Municipal Corporation,12.07,Urban/Residential,3,True,89.7,0.7,715572.0,False,False,True,282,False,None,False,False,0,True,1,True,False,Partial,0.44,True,0.17,945,Closed,0.182,False,0.8
LA04760,Maharashtra,Maharashtra_District_1,Urban Housing,State Industrial Dev. Corp,9.52,Tribal/Scheduled Area,20,True,84.1,0.73,787329.0,False,False,False,147,False,None,False,False,0,True,2,False,False,Full,0.38,True,0.49,1394,Possession Taken,0.203,False,0.8
LA04761,Odisha,Odisha_District_3,Irrigation,State Industrial Dev. Corp,6.13,Forest,6,True,91.5,0.72,403606.0,False,True,True,136,False,None,False,False,0,False,2,False,False,Partial,0.55,True,0.19,700,Award Declared,0.28,False,0.3
LA04762,Odisha,Odisha_District_2,Mining,NHAI,17.9,Urban/Residential,28,True,79.4,0.73,582383.0,False,True,True,299,False,None,False,False,0,True,5,False,False,Full,0.73,True,0.41,337,SIA,0.136,False,1.8
LA04763,Karnataka,Karnataka_District_4,Mining,State PWD,8.65,Agricultural,200,True,57.2,0.48,276612.0,True,True,True,85,True,Compensation Dispute,False,False,0,False,33,False,False,Full,0.77,False,0.11,1269,Possession Taken,0.602,True,26.2
LA04764,Maharashtra,Maharashtra_District_2,Irrigation,State Power Corp,21.88,Urban/Residential,66,False,84.9,0.25,830276.0,False,False,False,51,False,None,False,False,0,True,17,True,False,Partial,0.79,False,0.38,1541,Closed,0.423,False,0.8
