case_id,objection_type,objecting_groups,prior_broken_promises,turnout_ratio,gram_sabha_outcome,escalation_language,asset_loss_type
LA04402,procedural,agricultural labourers;representatives of the Scheduled Tribe community;elected Panchayat members,False,0.55,passed,False,none
LA04403,fundamental,local shopkeepers and traders,False,0.46,rejected,False,none
LA04404,procedural,the local women's self-help group;tenant cultivators,True,0.83,deferred,False,none
LA04405,none,,False,0.89,passed,False,none
LA04406,procedural,landowning farmers;representatives of the Scheduled Tribe community,False,0.43,passed,False,none
LA04407,none,,False,0.53,passed,False,none
LA04408,fundamental,local shopkeepers and traders,True,0.93,deferred,False,none
LA04409,none,,False,0.3,passed,False,irrigation source
LA04410,fundamental,the local women's self-help group;elected Panchayat members,False,0.91,deferred,True,none
LA04411,none,,False,0.61,passed,False,sacred grove
LA04412,none,,True,0.33,passed,True,none
LA04413,fundamental,tenant cultivators,False,0.42,rejected,False,none
LA04414,fundamental,landowning farmers,False,1.04,rejected,True,none
LA04415,procedural,elected Panchayat members;landowning farmers,False,0.27,deferred,False,none
LA04416,none,,False,0.39,passed,False,none
LA04417,none,,False,0.59,passed,False,grazing commons
LA04418,procedural,landowning farmers;representatives of the Scheduled Tribe community;agricultural labourers,True,1.3,passed,True,none
LA04419,none,,False,0.42,passed,False,grazing commons
LA04420,none,,False,0.7,passed,False,none
LA04421,procedural,landowning farmers;representatives of the Scheduled Tribe community,False,0.29,deferred,True,none
LA04422,procedural,the local women's self-help group;representatives of the Scheduled Tribe community,True,0.89,passed,False,none
LA04423,none,,False,0.8,passed,False,none
LA04424,none,,False,0.6,passed,False,sacred grove
LA04425,none,,False,0.9,passed,False,none
LA04426,fundamental,tenant cultivators,True,1.22,deferred,True,none
LA04427,none,,False,0.5,passed,False,community water tank
LA04428,none,,False,0.66,deferred,False,grazing commons
LA04429,procedural,elected Panchayat members;tenant cultivators;landowning farmers,False,0.5,passed,False,community water tank
LA04430,procedural,agricultural labourers;landowning farmers;the local women's self-help group,False,1.6,deferred,False,none
LA04431,fundamental,landowning farmers;elected Panchayat members;local shopkeepers and traders,False,0.23,deferred,True,none
LA04432,fundamental,tenant cultivators,False,0.82,passed,True,none
LA04433,procedural,tenant cultivators;landowning farmers,False,0.98,passed,False,irrigation source
LA04434,none,,False,0.64,passed,False,none
LA04435,procedural,agricultural labourers;tenant cultivators,False,0.43,deferred,False,none
LA04436,procedural,local shopkeepers and traders;tenant cultivators,False,0.92,passed,False,none
LA04437,procedural,agricultural labourers;tenant cultivators;the local women's self-help group,True,0.81,passed,True,grazing commons
LA04438,none,,False,0.27,passed,False,none
LA04439,none,,False,0.25,passed,False,none
LA04440,procedural,tenant cultivators;agricultural labourers;representatives of the Scheduled Tribe community,True,0.34,deferred,False,none
LA04441,procedural,representatives of the Scheduled Tribe community;landowning farmers;tenant cultivators,False,0.29,passed,False,burial ground
LA04442,procedural,landowning farmers;representatives of the Scheduled Tribe community;agricultural labourers,False,0.26,deferred,False,community water tank
LA04443,none,,False,0.17,passed,False,irrigation source
LA04444,fundamental,representatives of the Scheduled Tribe community,False,0.69,passed,False,none
LA04445,none,,False,0.26,passed,False,irrigation source
LA04446,procedural,the local women's self-help group;elected Panchayat members;representatives of the Scheduled Tribe community,False,0.83,passed,False,none
LA04447,none,,False,0.47,passed,False,none
LA04448,fundamental,landowning farmers,False,0.62,deferred,False,grazing commons
LA04449,none,,False,0.87,passed,False,none
LA04450,none,,True,0.74,passed,False,none
LA04451,procedural,tenant cultivators;landowning farmers,True,1.02,deferred,False,none
LA04452,procedural,elected Panchayat members,False,0.56,deferred,True,none
LA04453,fundamental,landowning farmers,False,0.73,rejected,False,none
LA04454,none,,False,0.7,rejected,False,none
LA04455,procedural,elected Panchayat members;representatives of the Scheduled Tribe community,True,0.62,passed,False,sacred grove
LA04456,none,,False,0.55,passed,False,none
LA04457,procedural,landowning farmers;the local women's self-help group;tenant cultivators,False,0.38,passed,False,none
LA04458,none,,True,0.44,passed,False,irrigation source
LA04459,none,,False,0.29,passed,False,none
LA04460,fundamental,local shopkeepers and traders;representatives of the Scheduled Tribe community,False,0.71,deferred,True,sacred grove
LA04461,fundamental,representatives of the Scheduled Tribe community;tenant cultivators;local shopkeepers and traders,False,0.51,deferred,False,none
LA04462,none,,False,0.71,passed,False,none
LA04463,none,,False,0.12,passed,True,sacred grove
LA04464,procedural,tenant cultivators;the local women's self-help group;local shopkeepers and traders,True,0.63,rejected,False,none
LA04465,none,,False,0.62,passed,True,none
LA04466,fundamental,agricultural labourers;tenant cultivators,True,0.75,rejected,True,none
LA04467,none,,False,0.62,passed,False,none
LA04468,fundamental,representatives of the Scheduled Tribe community;local shopkeepers and traders,False,0.72,rejected,False,none
LA04469,procedural,representatives of the Scheduled Tribe community,False,0.45,passed,False,none
LA04470,none,,False,0.7,passed,True,none
LA04471,fundamental,representatives of the Scheduled Tribe community,False,0.56,rejected,False,community water tank
LA04472,none,,True,0.39,deferred,False,none
LA04473,none,,False,0.43,deferred,False,none
LA04474,fundamental,agricultural labourers;local shopkeepers and traders;tenant cultivators,False,0.1,rejected,False,none
LA04475,none,,False,0.5,passed,False,grazing commons
LA04476,fundamental,landowning farmers,False,0.6,deferred,False,irrigation source
LA04477,fundamental,landowning farmers;agricultural labourers,False,0.37,rejected,True,community water tank
LA04478,none,,False,0.72,deferred,False,none
LA04479,procedural,elected Panchayat members;agricultural labourers,False,0.56,deferred,False,none
LA04480,none,,False,0.28,deferred,True,none
LA04481,fundamental,elected Panchayat members;representatives of the Scheduled Tribe community,False,0.22,passed,False,grazing commons
LA04482,none,,True,0.38,passed,False,none
LA04483,none,,False,0.36,passed,False,grazing commons
LA04484,procedural,landowning farmers;agricultural labourers;representatives of the Scheduled Tribe community,False,0.8,passed,False,none
LA04485,fundamental,the local women's self-help group;tenant cultivators;agricultural labourers,False,0.69,rejected,True,none
LA04486,fundamental,agricultural labourers;local shopkeepers and traders;tenant cultivators,True,0.74,deferred,True,none
LA04487,none,,False,0.23,passed,False,none
LA04488,none,,False,1.08,passed,False,none
LA04489,fundamental,the local women's self-help group;agricultural labourers,False,0.41,rejected,True,none
LA04490,none,,False,0.66,passed,False,none
LA04491,none,,False,0.35,passed,False,none
LA04492,none,,False,0.73,deferred,False,none
LA04493,none,,False,2.67,passed,False,grazing commons
LA04494,none,,False,0.44,passed,False,sacred grove
LA04495,none,,False,0.59,passed,True,community water tank
LA04496,fundamental,landowning farmers;the local women's self-help group;agricultural labourers,False,0.59,rejected,True,irrigation source
LA04497,fundamental,local shopkeepers and traders;representatives of the Scheduled Tribe community;agricultural labourers,False,0.5,passed,False,none
LA04498,procedural,tenant cultivators;agricultural labourers;landowning farmers,True,1.21,deferred,False,none
LA04499,none,,False,0.5,passed,False,none
LA04500,none,,False,0.71,passed,False,burial ground
LA04501,procedural,landowning farmers;local shopkeepers and traders,True,0.64,rejected,False,none
LA04502,none,,True,0.72,passed,False,none
LA04503,procedural,the local women's self-help group,False,0.3,deferred,True,none
LA04504,none,,True,0.46,passed,False,none
LA04505,procedural,landowning farmers,False,2.0,deferred,False,none
LA04506,fundamental,agricultural labourers;landowning farmers,False,0.7,rejected,False,none
LA04507,procedural,landowning farmers;tenant cultivators;agricultural labourers,False,0.7,passed,True,none
LA04508,procedural,landowning farmers;elected Panchayat members;representatives of the Scheduled Tribe community,False,0.43,passed,False,none
LA04509,fundamental,local shopkeepers and traders,False,2.0,passed,True,grazing commons
LA04510,fundamental,elected Panchayat members,False,2.0,rejected,True,community water tank
LA04511,none,,False,1.0,passed,False,sacred grove
LA04512,procedural,local shopkeepers and traders,True,0.75,passed,False,none
LA04513,fundamental,elected Panchayat members;representatives of the Scheduled Tribe community,False,0.17,deferred,False,none
LA04514,procedural,landowning farmers,False,0.55,rejected,False,none
LA04515,none,,False,0.68,passed,False,none
LA04516,none,,False,0.32,passed,False,sacred grove
LA04517,fundamental,tenant cultivators;agricultural labourers,False,0.77,deferred,False,none
LA04518,procedural,landowning farmers;representatives of the Scheduled Tribe community;the local women's self-help group,False,0.35,deferred,False,none
LA04519,none,,False,0.89,passed,False,grazing commons
LA04520,none,,False,0.83,passed,False,none
LA04521,none,,False,0.25,passed,True,irrigation source
LA04522,none,,False,0.44,deferred,False,grazing commons
LA04523,none,,True,0.86,passed,False,none
LA04524,fundamental,landowning farmers;the local women's self-help group;representatives of the Scheduled Tribe community,False,0.57,passed,True,none
LA04525,none,,False,0.71,passed,False,none
LA04526,procedural,tenant cultivators;agricultural labourers;elected Panchayat members,False,0.3,passed,False,none
LA04527,fundamental,tenant cultivators;representatives of the Scheduled Tribe community;agricultural labourers,False,0.23,rejected,True,none
LA04528,none,,False,0.36,passed,False,none
LA04529,procedural,landowning farmers;representatives of the Scheduled Tribe community;agricultural labourers,False,0.26,passed,False,none
LA04530,none,,False,0.42,passed,False,none
LA04531,fundamental,landowning farmers,False,1.0,rejected,False,community water tank
LA04532,none,,False,1.0,passed,False,none
LA04533,fundamental,tenant cultivators,False,0.85,rejected,False,none
LA04534,procedural,local shopkeepers and traders;elected Panchayat members;representatives of the Scheduled Tribe community,True,0.56,deferred,False,none
LA04535,fundamental,landowning farmers;tenant cultivators,False,0.53,passed,True,burial ground
LA04536,none,,False,0.33,passed,False,irrigation source
LA04537,none,,True,0.36,passed,False,none
LA04538,procedural,landowning farmers;tenant cultivators,False,0.44,passed,False,none
LA04539,procedural,landowning farmers,True,0.63,deferred,False,irrigation source
LA04540,procedural,agricultural labourers,False,1.15,passed,False,none
LA04541,procedural,representatives of the Scheduled Tribe community;landowning farmers,False,0.85,deferred,False,irrigation source
LA04542,procedural,agricultural labourers;the local women's self-help group;elected Panchayat members,False,0.86,deferred,False,none
LA04543,none,,True,0.8,passed,False,irrigation source
LA04544,none,,False,0.43,passed,False,sacred grove
LA04545,procedural,landowning farmers;agricultural labourers;local shopkeepers and traders,False,0.54,deferred,False,grazing commons
LA04546,none,,True,0.39,passed,False,none
LA04547,procedural,agricultural labourers,True,0.51,deferred,False,community water tank
LA04548,procedural,landowning farmers;tenant cultivators;local shopkeepers and traders,True,0.89,deferred,False,none
LA04549,fundamental,the local women's self-help group,False,0.53,passed,True,none
LA04550,none,,False,0.82,passed,False,none
LA04551,fundamental,representatives of the Scheduled Tribe community,False,0.67,deferred,True,none
LA04552,procedural,the local women's self-help group;representatives of the Scheduled Tribe community;elected Panchayat members,False,0.67,passed,True,none
LA04553,none,,False,0.7,passed,False,none
LA04554,none,,False,0.77,passed,False,none
LA04555,none,,False,0.24,passed,False,none
LA04556,procedural,agricultural labourers;elected Panchayat members,True,0.05,deferred,False,none
LA04557,none,,False,2.0,passed,False,none
LA04558,fundamental,representatives of the Scheduled Tribe community,False,1.6,deferred,True,none
LA04559,none,,True,1.05,passed,True,community water tank
LA04560,none,,False,0.4,passed,False,none
LA04561,fundamental,representatives of the Scheduled Tribe community;agricultural labourers;tenant cultivators,False,0.64,passed,False,none
LA04562,procedural,representatives of the Scheduled Tribe community;the local women's self-help group,False,1.05,passed,False,none
LA04563,none,,False,0.77,passed,False,none
LA04564,none,,False,0.9,passed,False,none
LA04565,none,,False,1.33,passed,False,irrigation source
LA04566,fundamental,tenant cultivators,True,0.43,rejected,True,none
LA04567,procedural,tenant cultivators;agricultural labourers,False,0.73,passed,False,community water tank
LA04568,procedural,landowning farmers,True,2.67,passed,False,none
LA04569,none,,False,0.58,passed,True,community water tank
LA04570,none,,False,0.77,passed,False,none
LA04571,none,,False,0.85,passed,False,none
LA04572,none,,False,0.71,passed,False,none
LA04573,none,,False,0.77,passed,True,none
LA04574,none,,False,0.62,passed,False,none
LA04575,procedural,local shopkeepers and traders,False,0.62,deferred,True,none
LA04576,procedural,elected Panchayat members;agricultural labourers;representatives of the Scheduled Tribe community,False,0.39,deferred,False,none
LA04577,none,,True,0.62,passed,True,none
LA04578,procedural,representatives of the Scheduled Tribe community,False,0.3,deferred,False,none
LA04579,fundamental,representatives of the Scheduled Tribe community;local shopkeepers and traders;the local women's self-help group,False,0.24,deferred,False,none
LA04580,procedural,local shopkeepers and traders,False,0.05,passed,False,none
LA04581,procedural,representatives of the Scheduled Tribe community;landowning farmers,False,0.25,passed,False,none
LA04582,none,,True,2.0,passed,False,none
LA04583,fundamental,agricultural labourers,False,0.13,passed,False,none
LA04584,fundamental,tenant cultivators;landowning farmers,False,0.8,passed,True,none
LA04585,none,,False,1.14,passed,True,none
LA04586,none,,False,0.49,rejected,False,sacred grove
LA04587,procedural,landowning farmers,False,0.69,passed,True,irrigation source
LA04588,fundamental,elected Panchayat members;agricultural labourers,False,0.48,rejected,True,none
LA04589,procedural,tenant cultivators;landowning farmers,True,0.6,passed,False,none
LA04590,procedural,landowning farmers,False,0.82,deferred,False,none
LA04591,none,,False,0.54,passed,False,none
LA04592,procedural,representatives of the Scheduled Tribe community;local shopkeepers and traders;tenant cultivators,False,1.03,deferred,False,grazing commons
LA04593,none,,False,0.5,rejected,False,none
LA04594,fundamental,elected Panchayat members,False,0.55,deferred,True,none
LA04595,procedural,landowning farmers;representatives of the Scheduled Tribe community,False,0.73,rejected,False,none
LA04596,fundamental,landowning farmers,False,1.0,deferred,True,none
LA04597,procedural,the local women's self-help group;tenant cultivators,True,1.33,deferred,False,none
LA04598,procedural,the local women's self-help group,True,0.15,deferred,False,none
LA04599,none,,False,4.0,passed,False,none
LA04600,fundamental,landowning farmers;representatives of the Scheduled Tribe community;elected Panchayat members,False,0.92,deferred,True,sacred grove
LA04601,none,,True,0.35,passed,False,none
LA04602,procedural,elected Panchayat members,False,0.69,passed,False,none
LA04603,none,,True,0.52,rejected,False,none
LA04604,fundamental,representatives of the Scheduled Tribe community;the local women's self-help group,False,0.44,deferred,True,irrigation source
LA04605,fundamental,landowning farmers;representatives of the Scheduled Tribe community;tenant cultivators,False,0.34,deferred,True,none
LA04606,procedural,agricultural labourers;elected Panchayat members,False,0.6,deferred,True,none
LA04607,none,,False,0.91,passed,False,none
LA04608,fundamental,representatives of the Scheduled Tribe community;landowning farmers;agricultural labourers,False,0.41,rejected,True,none
LA04609,fundamental,landowning farmers,False,0.43,passed,False,none
LA04610,none,,False,0.85,rejected,False,none
LA04611,procedural,local shopkeepers and traders;tenant cultivators;elected Panchayat members,False,4.0,passed,True,none
LA04612,fundamental,landowning farmers;tenant cultivators;local shopkeepers and traders,False,0.08,deferred,False,none
LA04613,none,,False,0.09,passed,False,none
LA04614,procedural,tenant cultivators,False,8.0,passed,True,community water tank
LA04615,fundamental,local shopkeepers and traders;representatives of the Scheduled Tribe community;landowning farmers,True,0.52,rejected,True,community water tank
LA04616,none,,False,0.79,passed,False,irrigation source
LA04617,fundamental,elected Panchayat members;representatives of the Scheduled Tribe community;landowning farmers,False,0.87,deferred,False,grazing commons
LA04618,none,,False,0.57,deferred,False,none
LA04619,procedural,the local women's self-help group;landowning farmers,False,0.74,passed,False,grazing commons
LA04620,fundamental,agricultural labourers,False,0.97,deferred,False,none
LA04621,none,,True,0.51,passed,False,none
LA04622,fundamental,representatives of the Scheduled Tribe community;agricultural labourers,False,0.29,deferred,True,sacred grove
LA04623,procedural,representatives of the Scheduled Tribe community,False,0.88,passed,False,none
LA04624,procedural,agricultural labourers,False,0.91,deferred,False,grazing commons
LA04625,none,,False,0.38,passed,False,none
LA04626,procedural,representatives of the Scheduled Tribe community,True,0.49,deferred,False,none
LA04627,fundamental,landowning farmers;agricultural labourers,False,0.7,rejected,True,grazing commons
LA04628,none,,False,0.7,passed,False,grazing commons
LA04629,none,,False,0.85,passed,True,none
LA04630,none,,False,0.71,passed,False,community water tank
LA04631,fundamental,landowning farmers;agricultural labourers,False,0.64,passed,False,none
LA04632,fundamental,elected Panchayat members,False,0.5,deferred,False,community water tank
LA04633,procedural,landowning farmers;representatives of the Scheduled Tribe community;elected Panchayat members,False,0.58,passed,True,sacred grove
LA04634,none,,False,1.01,passed,False,none
LA04635,procedural,agricultural labourers;local shopkeepers and traders,False,0.17,deferred,False,none
LA04636,procedural,landowning farmers,False,0.44,passed,True,none
LA04637,none,,False,0.7,passed,False,irrigation source
LA04638,fundamental,agricultural labourers;elected Panchayat members,False,0.63,passed,False,grazing commons
LA04639,none,,False,0.44,passed,False,none
LA04640,none,,False,0.54,passed,False,none
LA04641,fundamental,the local women's self-help group;elected Panchayat members,False,0.28,deferred,True,none
LA04642,procedural,agricultural labourers,False,0.86,passed,False,none
LA04643,procedural,agricultural labourers;tenant cultivators;landowning farmers,False,0.67,deferred,False,none
LA04644,fundamental,agricultural labourers;landowning farmers;representatives of the Scheduled Tribe community,False,0.62,passed,True,none
LA04645,fundamental,agricultural labourers,False,1.29,rejected,True,none
LA04646,none,,False,0.57,deferred,False,irrigation source
LA04647,procedural,landowning farmers;representatives of the Scheduled Tribe community,False,0.73,passed,True,irrigation source
LA04648,none,,False,0.38,passed,False,none
LA04649,none,,True,0.3,passed,False,none
LA04650,procedural,local shopkeepers and traders;tenant cultivators,False,0.96,passed,True,none
LA04651,fundamental,representatives of the Scheduled Tribe community,False,0.43,rejected,False,none
LA04652,fundamental,agricultural labourers;local shopkeepers and traders;tenant cultivators,False,1.0,rejected,True,grazing commons
LA04653,fundamental,landowning farmers,False,0.65,passed,False,sacred grove
LA04654,procedural,representatives of the Scheduled Tribe community,False,0.05,passed,False,none
LA04655,none,,True,2.0,passed,True,community water tank
LA04656,none,,False,0.56,deferred,False,none
LA04657,none,,False,0.5,passed,False,none
LA04658,none,,False,0.55,passed,False,none
LA04659,none,,False,0.24,passed,False,none
LA04660,fundamental,agricultural labourers;tenant cultivators,False,0.29,passed,True,none
LA04661,none,,True,0.83,passed,True,none
LA04662,fundamental,local shopkeepers and traders;landowning farmers,False,0.91,passed,True,none
LA04663,fundamental,landowning farmers;agricultural labourers,False,0.4,rejected,True,none
LA04664,fundamental,agricultural labourers;landowning farmers;elected Panchayat members,False,0.18,deferred,True,none
LA04665,none,,True,0.6,passed,True,none
LA04666,none,,False,0.53,passed,False,none
LA04667,none,,False,0.49,passed,False,none
LA04668,fundamental,representatives of the Scheduled Tribe community;local shopkeepers and traders,True,1.0,deferred,True,none
LA04669,none,,False,0.44,passed,False,irrigation source
LA04670,none,,False,0.47,passed,False,none
LA04671,none,,False,0.63,passed,False,none
LA04672,none,,True,0.72,passed,False,none
LA04673,procedural,tenant cultivators;landowning farmers;elected Panchayat members,False,0.74,deferred,False,none
LA04674,fundamental,representatives of the Scheduled Tribe community;landowning farmers;elected Panchayat members,False,0.62,deferred,True,none
LA04675,procedural,elected Panchayat members,True,0.45,rejected,False,grazing commons
LA04676,procedural,representatives of the Scheduled Tribe community;the local women's self-help group,False,0.89,passed,False,none
LA04677,procedural,the local women's self-help group;agricultural labourers;elected Panchayat members,False,0.85,passed,False,none
LA04678,fundamental,local shopkeepers and traders,False,0.47,rejected,True,none
LA04679,procedural,elected Panchayat members,False,1.02,deferred,False,none
LA04680,procedural,agricultural labourers;representatives of the Scheduled Tribe community,False,0.29,deferred,True,none
LA04681,none,,False,0.54,deferred,False,grazing commons
LA04682,none,,False,2.0,rejected,False,none
LA04683,procedural,tenant cultivators;landowning farmers,False,0.73,passed,False,none
LA04684,none,,False,0.12,passed,False,none
LA04685,procedural,tenant cultivators;agricultural labourers,False,0.69,deferred,True,none
LA04686,procedural,landowning farmers;the local women's self-help group;agricultural labourers,False,0.41,deferred,False,irrigation source
LA04687,none,,False,0.23,deferred,False,none
LA04688,procedural,landowning farmers;local shopkeepers and traders;agricultural labourers,False,0.45,deferred,False,grazing commons
LA04689,none,,False,2.67,passed,False,none
LA04690,none,,False,1.18,passed,False,irrigation source
LA04691,none,,False,0.44,deferred,False,none
LA04692,fundamental,agricultural labourers;the local women's self-help group,True,0.57,deferred,False,none
LA04693,none,,False,1.07,passed,False,none
LA04694,procedural,representatives of the Scheduled Tribe community,True,1.13,deferred,False,none
LA04695,none,,True,1.33,passed,False,none
LA04696,fundamental,landowning farmers;agricultural labourers;local shopkeepers and traders,False,0.44,deferred,False,none
LA04697,procedural,landowning farmers,False,0.18,deferred,False,none
LA04698,fundamental,landowning farmers,False,0.6,passed,True,none
LA04699,procedural,local shopkeepers and traders;representatives of the Scheduled Tribe community,False,0.5,passed,False,none
LA04700,procedural,representatives of the Scheduled Tribe community;agricultural labourers;tenant cultivators,False,0.89,deferred,False,none
LA04701,none,,False,0.34,passed,False,none
LA04702,procedural,tenant cultivators,True,0.26,rejected,False,none
LA04703,none,,False,0.14,deferred,False,irrigation source
LA04704,none,,False,0.29,passed,False,none
LA04705,fundamental,local shopkeepers and traders;agricultural labourers,True,0.59,rejected,True,none
LA04706,fundamental,landowning farmers,False,0.59,rejected,True,none
LA04707,procedural,the local women's self-help group;representatives of the Scheduled Tribe community;elected Panchayat members,True,0.27,rejected,False,none
LA04708,fundamental,landowning farmers,False,0.91,deferred,False,none
LA04709,none,,False,0.62,passed,False,none
LA04710,none,,False,0.56,passed,False,none
LA04711,none,,False,0.3,passed,False,irrigation source
LA04712,none,,True,0.82,passed,True,community water tank
LA04713,fundamental,local shopkeepers and traders;landowning farmers;tenant cultivators,False,0.32,rejected,True,none
LA04714,none,,False,0.35,passed,False,none
LA04715,fundamental,elected Panchayat members;agricultural labourers;the local women's self-help group,True,0.37,deferred,False,none
LA04716,none,,False,1.2,passed,True,none
LA04717,fundamental,tenant cultivators,False,0.34,deferred,False,burial ground
LA04718,fundamental,landowning farmers,False,0.54,rejected,True,sacred grove
LA04719,procedural,the local women's self-help group,False,0.79,passed,False,none
LA04720,none,,False,0.57,passed,False,none
LA04721,fundamental,representatives of the Scheduled Tribe community;tenant cultivators,False,0.6,deferred,False,none
LA04722,procedural,landowning farmers,False,0.47,passed,False,grazing commons
LA04723,procedural,agricultural labourers;tenant cultivators,False,0.7,passed,False,none
LA04724,none,,True,0.75,passed,True,irrigation source
LA04725,none,,False,0.62,passed,False,none
LA04726,none,,False,0.72,passed,False,none
LA04727,fundamental,tenant cultivators;representatives of the Scheduled Tribe community,False,0.37,deferred,False,none
LA04728,procedural,tenant cultivators;the local women's self-help group;local shopkeepers and traders,False,0.7,passed,False,none
LA04729,none,,False,0.18,passed,False,none
LA04730,fundamental,representatives of the Scheduled Tribe community;tenant cultivators,False,0.57,deferred,True,none
LA04731,procedural,landowning farmers;representatives of the Scheduled Tribe community,False,0.44,passed,False,none
LA04732,procedural,landowning farmers;the local women's self-help group;elected Panchayat members,False,4.0,passed,False,none
LA04733,procedural,the local women's self-help group;representatives of the Scheduled Tribe community,False,0.8,rejected,False,grazing commons
LA04734,procedural,elected Panchayat members;landowning farmers;the local women's self-help group,False,0.73,rejected,False,grazing commons
LA04735,fundamental,agricultural labourers;elected Panchayat members,False,0.63,rejected,True,none
LA04736,none,,False,0.29,deferred,False,none
LA04737,fundamental,the local women's self-help group;tenant cultivators,False,0.21,deferred,True,none
LA04738,fundamental,representatives of the Scheduled Tribe community;the local women's self-help group;tenant cultivators,False,0.41,rejected,False,none
LA04739,fundamental,representatives of the Scheduled Tribe community,False,0.1,deferred,True,none
LA04740,none,,False,0.79,passed,False,none
LA04741,procedural,representatives of the Scheduled Tribe community;agricultural labourers,False,0.4,rejected,True,none
LA04742,procedural,landowning farmers;representatives of the Scheduled Tribe community,False,0.27,rejected,False,none
LA04743,procedural,tenant cultivators;the local women's self-help group;agricultural labourers,True,0.31,passed,False,none
LA04744,procedural,elected Panchayat members;landowning farmers;tenant cultivators,False,0.63,deferred,False,none
LA04745,none,,True,0.36,passed,False,irrigation source
LA04746,none,,False,0.19,passed,False,none
LA04747,fundamental,elected Panchayat members;representatives of the Scheduled Tribe community;landowning farmers,True,0.61,deferred,True,none
LA04748,procedural,tenant cultivators;representatives of the Scheduled Tribe community,False,0.62,passed,True,none
LA04749,fundamental,the local women's self-help group;tenant cultivators;representatives of the Scheduled Tribe community,False,0.82,rejected,False,irrigation source
LA04750,fundamental,agricultural labourers;landowning farmers;tenant cultivators,False,1.02,rejected,True,irrigation source
LA04751,fundamental,the local women's self-help group;representatives of the Scheduled Tribe community;landowning farmers,False,0.67,passed,True,none
LA04752,none,,False,0.83,passed,False,none
LA04753,none,,False,0.31,deferred,False,none
LA04754,fundamental,elected Panchayat members,False,0.58,rejected,True,grazing commons
LA04755,procedural,landowning farmers;agricultural labourers,True,0.44,passed,True,irrigation source
LA04756,fundamental,representatives of the Scheduled Tribe community;elected Panchayat members,False,0.66,passed,False,none
LA04757,none,,False,0.71,passed,False,none
LA04758,none,,True,1.37,passed,True,irrigation source
LA04759,procedural,tenant cultivators;local shopkeepers and traders;elected Panchayat members,False,2.67,deferred,False,none
LA04760,procedural,landowning farmers;representatives of the Scheduled Tribe community;the local women's self-help group,False,0.4,rejected,False,burial ground
LA04761,none,,False,1.33,passed,False,none
LA04762,none,,False,0.39,passed,False,none
LA04763,procedural,agricultural labourers;tenant cultivators;landowning farmers,False,0.11,deferred,True,none
LA04764,fundamental,elected Panchayat members,False,0.55,deferred,False,community water tank
LA04765,fundamental,local shopkeepers and traders,True,0.35,rejected,True,irrigation source
LA04766,procedural,tenant cultivators;landowning farmers,False,0.52,deferred,False,none
LA04767,none,,True,0.64,rejected,True,irrigation source
LA04768,fundamental,representatives of the Scheduled Tribe community,False,0.24,deferred,True,sacred grove
LA04769,none,,False,0.71,passed,False,none
LA04770,procedural,agricultural labourers;the local women's self-help group,False,1.0,deferred,False,irrigation source
LA04771,procedural,representatives of the Scheduled Tribe community;elected Panchayat members,False,0.29,passed,False,none
LA04772,procedural,agricultural labourers;tenant cultivators,False,0.57,passed,False,none
LA04773,none,,False,0.18,passed,False,sacred grove
LA04774,fundamental,local shopkeepers and traders;agricultural labourers,False,0.49,rejected,False,none
LA04775,procedural,landowning farmers;local shopkeepers and traders,True,0.67,deferred,False,none
LA04776,fundamental,tenant cultivators;representatives of the Scheduled Tribe community;agricultural labourers,False,1.0,rejected,False,sacred grove
LA04777,procedural,landowning farmers;tenant cultivators;agricultural labourers,True,0.67,deferred,False,none
LA04778,procedural,landowning farmers,False,0.6,deferred,False,none
LA04779,none,,True,0.34,passed,False,none
LA04780,none,,False,0.71,passed,False,none
LA04781,none,,False,0.14,passed,True,none
LA04782,none,,True,1.11,passed,False,none
LA04783,procedural,representatives of the Scheduled Tribe community;tenant cultivators,True,0.18,deferred,False,community water tank
LA04784,none,,False,0.77,passed,True,none
LA04785,procedural,local shopkeepers and traders,True,0.31,passed,False,none
LA04786,procedural,the local women's self-help group;agricultural labourers,False,0.35,rejected,False,none
LA04787,fundamental,local shopkeepers and traders;landowning farmers,False,0.87,rejected,True,community water tank
LA04788,fundamental,the local women's self-help group,False,0.1,rejected,True,none
LA04789,none,,False,0.42,passed,False,sacred grove
LA04790,none,,False,0.95,passed,False,community water tank
LA04791,none,,False,0.38,passed,False,irrigation source
LA04792,fundamental,agricultural labourers,True,0.82,rejected,True,none
LA04793,procedural,representatives of the Scheduled Tribe community;agricultural labourers;local shopkeepers and traders,False,1.33,passed,False,none
LA04794,procedural,agricultural labourers;elected Panchayat members,False,0.5,deferred,False,none
LA04795,none,,False,0.31,passed,False,none
LA04796,fundamental,elected Panchayat members;landowning farmers,True,0.76,passed,False,none
LA04797,none,,False,0.73,passed,False,none
LA04798,fundamental,the local women's self-help group;tenant cultivators;local shopkeepers and traders,False,0.47,deferred,True,sacred grove
LA04799,fundamental,local shopkeepers and traders;landowning farmers,True,0.27,deferred,False,none
LA04800,none,,False,0.49,passed,False,none
LA04801,none,,True,0.31,deferred,False,none
LA04802,procedural,landowning farmers,False,0.72,deferred,False,none
LA04803,none,,False,0.85,passed,False,none
LA04804,fundamental,elected Panchayat members;agricultural labourers;the local women's self-help group,True,0.05,deferred,True,none
LA04805,procedural,elected Panchayat members;landowning farmers;agricultural labourers,True,0.6,passed,False,none
